1944.542	7015
1944.625	7011
1944.708	6979
1944.792	7018
1944.875	7064
1944.958	6991
1945.042	6933
1945.125	6891
1945.208	6841
1945.292	6969
1945.375	7016
1945.458	6968
1945.542	6971
1945.625	6994
1945.708	6998
1945.792	7088
1945.875	7142
1945.958	7199
1946.042	7055
1946.125	6911
1946.208	7029
1946.292	6929
1946.375	7072
1946.458	7008
1946.542	6955
1946.625	7021
1946.708	7057
1946.792	7115
1946.875	7144
1946.958	6982
1947.042	7040
1947.125	7112
1947.208	7209
1947.292	6952
1947.375	6994
1947.458	7027
1947.542	6994
1947.625	7005
1947.708	7021
1947.792	6994
1947.875	7088
1947.958	6983
1948.042	7164
1948.125	6958
1948.208	6925
1948.292	6952
1948.375	6990
1948.458	6975
1948.542	6978
1948.625	7037
1948.708	6988
1948.792	7057
1948.875	7068
1948.958	7182
1949.042	6913
1949.125	6911
1949.208	6876
1949.292	6941
1949.375	6956
1949.458	6948
1949.542	6974
1949.625	6994
1949.708	7106
1949.792	7154
1949.875	7139
1949.958	7056
1950.042	7006
1950.125	7135
1950.208	6968
1950.292	6936
1950.375	6991
1950.458	7006
1950.542	7020
1950.625	7043
1950.708	7048
1950.792	7046
1950.875	7155
1950.958	7067
1951.042	7104
1951.125	7119
1951.208	7059
1951.292	6949
1951.375	7034
1951.458	7005
1951.542	6968
1951.625	7037
1951.708	7078
1951.792	7048
1951.875	7235
1951.958	7090
1952.042	6987
1952.125	6915
1952.208	7093
1952.292	6965
1952.375	7041
1952.458	6993
1952.542	6951
1952.625	7054
1952.708	7029
1952.792	7120
1952.875	7075
1952.958	7061
1953.042	6934
1953.125	6910
1953.208	6864
1953.292	7029
1953.375	6976
1953.458	7020
1953.542	6995
1953.625	6995
1953.708	7045
1953.792	7056
1953.875	7034
1953.958	7109
1954.042	6921
1954.125	6994
1954.208	7099
1954.292	6841
1954.375	6955
1954.458	6997
1954.542	6964
1954.625	7022
1954.708	7037
1954.792	7137
1954.875	7157
1954.958	7018
1955.042	7173
1955.125	7111
1955.208	6978
1955.292	6914
1955.375	6979
1955.458	7033
1955.542	6994
1955.625	7014
1955.708	7031
1955.792	7055
1955.875	7130
1955.958	7151
1956.042	7038
1956.125	6839
1956.208	7017
1956.292	6907
1956.375	6853
1956.458	6881
1956.542	6991
1956.625	7023
1956.708	7077
1956.792	6991
1956.875	6956
1956.958	7040
1957.042	6967
1957.125	7144
1957.208	7087
1957.292	6881
1957.375	6959
1957.458	6977
1957.542	6993
1957.625	7001
1957.708	7032
1957.792	7031
1957.875	7050
1957.958	7087
1958.042	7052
1958.125	7067
1958.208	7073
1958.292	6925
1958.375	6977
1958.458	7018
1958.542	7039
1958.625	7074
1958.708	7110
1958.792	7037
1958.875	6988
1958.958	7213
1959.042	7104
1959.125	6886
1959.208	7099
1959.292	7039
1959.375	6969
1959.458	6971
1959.542	6990
1959.625	6971
1959.708	7045
1959.792	7091
1959.875	7121
1959.958	7194
1960.042	7042
1960.125	7145
1960.208	7140
1960.292	6952
1960.375	7021
1960.458	7004
1960.542	7036
1960.625	7113
1960.708	7076
1960.792	7277
1960.875	7268
1960.958	7066
1961.042	7063
1961.125	7004
1961.208	6917
1961.292	7104
1961.375	7039
1961.458	7000
1961.542	6999
1961.625	6974
1961.708	7091
1961.792	7162
1961.875	7109
1961.958	7213
1962.042	7089
1962.125	6856
1962.208	7055
1962.292	6944
1962.375	6960
1962.458	6927
1962.542	7011
1962.625	7014
1962.708	7079
1962.792	7049
1962.875	7085
1962.958	7024
1963.042	7049
1963.125	7122
1963.208	7046
1963.292	7018
1963.375	6899
1963.458	7034
1963.542	6997
1963.625	7027
1963.708	6994
1963.792	7049
1963.875	7329
1963.958	7146
1964.042	7009
1964.125	7070
1964.208	7076
1964.292	6991
1964.375	7012
1964.458	7034
1964.542	6963
1964.625	7000
1964.708	7064
1964.792	7058
1964.875	7027
1964.958	7021
1965.042	7031
1965.125	6884
1965.208	7015
1965.292	6909
1965.375	6988
1965.458	6991
1965.542	7012
1965.625	6991
1965.708	7082
1965.792	7137
1965.875	7204
1965.958	7119
1966.042	7162
1966.125	7305
1966.208	6915
1966.292	7125
1966.375	6991
1966.458	7085
1966.542	7012
1966.625	7076
1966.708	7095
1966.792	7222
1966.875	7046
1966.958	7018
1967.042	7000
1967.125	7079
1967.208	6970
1967.292	6933
1967.375	7128
1967.458	6973
1967.542	6994
1967.625	7058
1967.708	7094
1967.792	7146
1967.875	7110
1967.958	6966
1968.042	6967
1968.125	7104
1968.208	6963
1968.292	7055
1968.375	7009
1968.458	7018
1968.542	6997
1968.625	7043
1968.708	7146
1968.792	7144
1968.875	7274
1968.958	7213
1969.042	7201
1969.125	7107
1969.208	7104
1969.292	6963
1969.375	7091
1969.458	7073
1969.542	6967
1969.625	7037
1969.708	7070
1969.792	7101
1969.875	7186
1969.958	7034
1970.042	7253
1970.125	7031
1970.208	6951
1970.292	6970
1970.375	6973
1970.458	7043
1970.542	6988
1970.625	7037
1970.708	7055
1970.792	7012
1970.875	7162
1970.958	7012
1971.042	7207
1971.125	6957
1971.208	6967
1971.292	7027
1971.375	7052
1971.458	7043
1971.542	7018
1971.625	7067
1971.708	7009
1971.792	7043
1971.875	7003
1971.958	6976
1972.042	7095
1972.125	7131
1972.208	7054
1972.292	6973
1972.375	7008
1972.458	7019
1972.542	6975
1972.625	6980
1972.708	7013
1972.792	7105
1972.875	7061
1972.958	7164
1973.042	7024
1973.125	6946
1973.208	6891
1973.292	6906
1973.375	7056
1973.458	6941
1973.542	7037
1973.625	6999
1973.708	7081
1973.792	7056
1973.875	7031
1973.958	7051
1974.042	7171
1974.125	7072
1974.208	6978
1974.292	6979
1974.375	7023
1974.458	7020
1974.542	6988
1974.625	7024
1974.708	7098
1974.792	6973
1974.875	7103
1974.958	6999
1975.042	7092
1975.125	7044
1975.208	7028
1975.292	6932
1975.375	6956
1975.458	6985
1975.542	7033
1975.625	7024
1975.708	7078
1975.792	7065
1975.875	7058
1975.958	6940
1976.042	6959
1976.125	6996
1976.208	6952
1976.292	6893
1976.375	6945
1976.458	6942
1976.542	6988
1976.625	7008
1976.708	7084
1976.792	7256
1976.875	7071
1976.958	7166
1977.042	7107
1977.125	7218
1977.208	7074
1977.292	6945
1977.375	6983
1977.458	6998
1977.542	7003
1977.625	7055
1977.708	7004
1977.792	7167
1977.875	7079
1977.958	7164
1978.042	7016
1978.125	7146
1978.208	7048
1978.292	7014
1978.375	6986
1978.458	7023
1978.542	6980
1978.625	7004
1978.708	6993
1978.792	6994
1978.875	7041
1978.958	7336
1979.042	7151
1979.125	7151
1979.208	7062
1979.292	7022
1979.375	7006
1979.458	6984
1979.542	6976
1979.625	7046
1979.708	7023
1979.792	7194
1979.875	7048
1979.958	7104
1980.042	7086
1980.125	7048
1980.208	7054
1980.292	6952
1980.375	7037
1980.458	7063
1980.542	7068
1980.625	7065
1980.708	7063
1980.792	7137
1980.875	7115
1980.958	6966
1981.042	6878
1981.125	6996
1981.208	7152
1981.292	6955
1981.375	7129
1981.458	7010
1981.542	6978
1981.625	7013
1981.708	7153
1981.792	7138
1981.875	7067
1981.958	7293
1982.042	7139
1982.125	7131
1982.208	6981
1982.292	6977
1982.375	7006
1982.458	7088
1982.542	7043
1982.625	7044
1982.708	7121
1982.792	7193
1982.875	7196
1982.958	7119
1983.042	7022
1983.125	7034
1983.208	7013
1983.292	7150
1983.375	7189
1983.458	7009
1983.542	7062
1983.625	7040
1983.708	7095
1983.792	7083
1983.875	7201
1983.958	7204
1984.042	7090
1984.125	6965
1984.208	7038
1984.292	7037
1984.375	7072
1984.458	7014
1984.542	7026
1984.625	7053
1984.708	7089
1984.792	7146
1984.875	7285
1984.958	7114
1985.042	7133
1985.125	7109
1985.208	7048
1985.292	6963
1985.375	7069
1985.458	7056
1985.542	7042
1985.625	7088
1985.708	7030
1985.792	7064
1985.875	7135
1985.958	7177
1986.042	7077
1986.125	7082
1986.208	7014
1986.292	7030
1986.375	7051
1986.458	6997
1986.625	7059
1986.708	7028
1986.792	7082
1986.875	7075
1986.958	7078
1987.042	7006
1987.125	7060
1987.208	7020
1987.292	7076
1987.375	6979
1987.458	7044
1987.542	7053
1987.625	7069
1987.708	7137
1987.792	7255
1987.875	7121
1987.958	7217
1988.042	7224
1988.125	7047
1988.208	7005
1988.292	7053
1988.375	7111
1988.458	7063
1988.542	7096
1988.625	7079
1988.708	7062
1988.792	7186
1988.875	7170
1988.958	7024
1989.042	7033
1989.125	7086
1989.208	7075
1989.292	7066
1989.375	7031
1989.458	7040
1989.542	7012
1989.625	7075
1989.708	7068
1989.792	7128
1989.875	7252
1989.958	7345
1990.042	7153
1990.125	7206
1990.208	6953
1990.292	6982
1990.375	7032
1990.458	7065
1990.542	7047
1990.625	7051
1990.708	7058
1990.792	7222
1990.875	7147
1990.958	7040
1991.042	7055
1991.125	7015
1991.208	7076
1991.292	6991
1991.375	6886
1991.458	7064
1991.542	7060
1991.625	7019
1991.708	7122
1991.792	7131
1991.875	7118
1991.958	7003
1992.042	6967
1992.125	6960
1992.208	6933
1992.292	7002
1992.375	6992
1992.458	7046
1992.542	7045
1992.625	7096
1992.708	7054
1992.792	7071
1992.875	7099
1992.958	7095
1993.042	7069
1993.125	6896
1993.208	6951
1993.292	7071
1993.375	7073
1993.458	7025
1993.542	7006
1993.625	7006
1993.708	7193
1993.792	7175
1993.875	7121
1993.958	7097
1994.042	7054
1994.125	7134
1994.208	6965
1994.292	6947
1994.375	7112
1994.458	6985
1994.542	7029
1994.625	7099
1994.708	7134
1994.792	7175
1994.875	7191
1994.958	7167
1995.042	7121
1995.125	7149
1995.208	7019
1995.292	6989
1995.375	7061
1995.458	7001
1995.542	7107
1995.625	7061
1995.708	7145
1995.792	7171
1995.875	7269
1995.958	7238
1996.042	7335
1996.125	7050
1996.208	7117
1996.292	7082
1996.375	7118
1996.458	7017
1996.542	7051
1996.625	7081
1996.708	7082
1996.792	7116
1996.875	7114
1996.958	7115
1997.042	7067
1997.125	7055
1997.208	6951
1997.292	6943
1997.375	7109
1997.458	7156
1997.542	6994
1997.625	7107
1997.708	7077
1997.792	7185
1997.875	7328
1997.958	7150
1998.042	7145
1998.125	7018
1998.208	6966
1998.292	7172
1998.375	7027
1998.458	7070
1998.542	7060
1998.625	7018
1998.708	7161
1998.792	7126
1998.875	7079
1998.958	7085
1999.042	7111
1999.125	6944
1999.208	7032
1999.292	7040
1999.375	7055
1999.458	7021
1999.542	7036
1999.625	7147
1999.708	7212
1999.792	7174
1999.875	7061
1999.958	7113
2000.042	6963
2000.125	7003
2000.208	6938
2000.292	7153
2000.375	7055
2000.458	7004
2000.542	7080
2000.625	7058
2000.708	7152
2000.792	7128
2000.875	7272
2000.958	7360
2001.042	7258
2001.125	7042
2001.208	7265
2001.292	7024
2001.375	6996
2001.458	7007
2001.542	7064
2001.625	7077
2001.708	7083
2001.792	7237
2001.875	7002
2001.958	7033
2002.042	7151
2002.125	7096
2002.292	7017
2002.375	7169
2002.458	7108
2002.542	7099
2002.625	7128
2002.708	7198
2002.792	7283
2002.875	7344
2002.958	7254
2003.042	7129
2003.125	7083
2003.208	7107
2003.292	7133
2003.375	7090
2003.458	7145
2003.542	7132
2003.625	7130
2003.708	7130
2003.792	7198
2003.875	7232
2003.958	7156
